"","Task","Muscle","Mean_Dif","SD_Dif","Min_Dif","Max_Dif"
"1","task01","Anconeus",1.39848165042022,1.66617264653679,0.0039124187407572,8.73124059868371
"2","task01","Anterior Deltoid",0.682182803239972,0.62784303794127,0.00587382039944451,2.87412364909284
"3","task01","Anterior Supraspinatus",2.01920597964764,1.11429661582933,0.0199530527641505,5.27735233240535
"4","task01","Biceps Long Head",2.10467212831534,1.94377034878865,0.00612090905511975,13.3247888029603
"5","task01","Biceps Short Head",2.42859916607244,1.41021965688544,0.0319575696482302,6.3176201211037
"6","task01","Brachialis",1.6099597143759,1.61030062233267,0.0154546555663112,9.61809447140781
"7","task01","Brachioradialis",1.5696800357876,1.45431900362685,0.0121777358852211,7.51018918698717
"8","task01","Coracobrachialis",2.43730073788122,1.35296651542841,0.0311047516783303,4.76394674249407
"9","task01","Inferior Infraspinatus",2.69040843735926,1.67025598263306,0.0120956364878699,8.11692453910148
"10","task01","Inferior Latissimus Dorsi",0.74612728612823,0.703991062310692,0.0265236026944751,4.22401164411826
"11","task01","Inferior Pectoralis Major",0.200300265709258,0.19497132887663,0.000835294109575415,1.0116859059684
"12","task01","Inferior Rhombiod",0.455811729482464,0.413568513131573,0.00067418749746325,2.17692777854726
"13","task01","Inferior Serratus Anterior",4.55080315397483,1.14404233589823,0.2562814101226,6.95349744585916
"14","task01","Inferior Subscapularis",1.16372548672401,1.19243097221793,0.0268115557345608,8.90077322899322
"15","task01","Inferior Trapezius, Scapula",1.70833961584838,1.40682215556978,0.0142403282211906,7.44949621691433
"16","task01","Levator Scapula",0.487415808115353,0.511232139741661,0.000438880708272061,2.45779400326573
"17","task01","Middle Deltoid",1.18839591417184,0.747313411980273,0.00902670743429823,3.8883976097359
"18","task01","Middle Latissimus Dorsi",0.527937689914649,0.528173187961737,0.000258767919785727,2.85609145630329
"19","task01","Middle Pectoralis Major",0.463406913651492,0.413796492063354,0.00143939710510866,1.94434413404985
"20","task01","Middle Serratus Anterior",1.16374224954854,0.944989644330557,0.00892815837522014,4.63964635140928
"21","task01","Middle Subscapularis",1.13337480735394,0.881451041217675,0.000297090455700033,6.21277157061974
"22","task01","Middle Trapezius, Scapula",0.748628008128488,0.649082902628121,0.00308552177193527,3.09407442615058
"23","task01","Pectoralis Minor",5.77492080026307,2.20993917024579,0.0756547321995296,8.684739364732
"24","task01","Posterior Deltoid",0.664497948009244,0.669083974302811,0.00510365570633604,4.28056873660111
"25","task01","Posterior Supraspinatus",1.26040863908477,1.14522254123274,0.00377438615811987,6.01311085399253
"26","task01","Pronator Quadratus",1.06244534515377,1.10434315547101,0.00585703708540602,6.30830086802142
"27","task01","Pronator Teres, Humeral",1.30616969408504,1.34814877585494,0.004376739132682,5.65456588821628
"28","task01","Pronator Teres, Ulnar",1.44181995241095,1.68872525297184,0.006328630635443,10.2201325126239
"29","task01","Superior Infraspinatus",2.92343286335555,2.23925757578313,0.00422055314315006,14.7067088700685
"30","task01","Superior Latissimus Dorsi",0.783409518754853,0.838009830817134,0.00575868749032593,4.17475990213987
"31","task01","Superior Pectoralis Major",0.6277069767908,0.639016576019799,0.000983571139563028,3.67244360078484
"32","task01","Superior Rhombiod",0.312733943715038,0.262330002734576,0.000790225796841393,1.39132819902147
"33","task01","Superior Serratus Anterior",1.20695940778003,0.98423519835982,0.0301285779632724,5.04827847649174
"34","task01","Superior Subscapularis",1.24504564816613,1.28318089646084,0.00198007989414706,6.94951691589618
"35","task01","Superior Trapezius, Scapula",0.36205133277071,0.301515299700074,0.00442472806423366,1.21143548548201
"36","task01","Supinator",0.869386798672125,0.842230188539709,0.00185864352845586,5.45379765962398
"37","task01","Teres Major",0.507856126103983,0.493643552676195,0.00202670802994518,2.90634832712535
"38","task01","Teres Minor",1.43394981243207,1.79645630848204,0.00973567602782899,10.7137570849853
"39","task01","Trapezius, Clavicle",1.4332382777729,1.64551457814605,0.0032913904296773,10.736426170908
"40","task01","Triceps Lateral Head",1.13780987860712,1.03473327356852,0.0042333008742815,6.31298729362923
"41","task01","Triceps Long Head",0.469298729177253,0.413535635534923,0.00976927731570111,2.03752197379267
"42","task01","Triceps Medial Head",1.0876662575403,1.10310926528926,0.00497082507772414,5.89015860940336
"43","task02","Anconeus",1.05953457830542,1.1148209312059,0.011831093164174,4.69858413118102
"44","task02","Anterior Deltoid",0.479795997009074,0.452593862816615,0.00168101425592385,2.01892436310451
"45","task02","Anterior Supraspinatus",1.03589421049725,1.16550953320068,0.00115795721586998,8.18016990553632
"46","task02","Biceps Long Head",0.649674756512903,0.614250270420687,0.0103705019109921,3.01091306354032
"47","task02","Biceps Short Head",0.381533809021528,0.367156271224446,0.00254477728863038,2.45183199298529
"48","task02","Brachialis",0.792523012894008,0.750153488231752,0.00648110702903504,4.86976294984617
"49","task02","Brachioradialis",1.17895015593791,1.16422684438022,0.0126332242571098,7.1747051759149
"50","task02","Coracobrachialis",0.553904348333379,0.497755872284067,0.00566951053052685,2.92898277508198
"51","task02","Inferior Infraspinatus",0.551956911231958,0.563418557950856,0.00155849004762796,3.69302874166539
"52","task02","Inferior Latissimus Dorsi",3.42828102406452,1.90380574696143,0.00366086563138079,7.85961581826014
"53","task02","Inferior Pectoralis Major",0.349079496438223,0.273224875218422,0.00520160757529577,1.2007843987342
"54","task02","Inferior Rhombiod",0.476946704017855,0.445144386562274,0.00335427456615557,2.25200283706381
