"","Task","DOF","Muscle","M","SD","Median","Min","Max"
"398","task03","3dof","Middle Serratus Anterior",49.9811556233467,28.7553760888103,49.7303337981015,0.00849739997748067,99.9564544225616
"399","task03","3dof","Middle Subscapularis",51.6518175194643,27.94121817972,51.8803516710176,0.0182459730580509,99.9928868989243
"400","task03","3dof","Middle Trapezius, Scapula",49.7177237118892,28.9158596306603,50.0816519154357,0.0216530278242477,99.9890397161839
"401","task03","3dof","Pectoralis Minor",50.0754520377325,28.8411753417215,49.7329162964964,0.0350470586125862,99.9971883038485
"402","task03","3dof","Posterior Deltoid",75.8303716536831,20.1957470304195,80.8918032325453,0.120453554807343,99.9966905500736
"403","task03","3dof","Posterior Supraspinatus",51.2716137551962,28.6344754757742,51.5867714337619,0.00170913848426268,99.9798700376457
"404","task03","3dof","Pronator Quadratus",50.365861725369,29.0754364937234,50.1615872362002,0.00732535868825379,99.9976049096163
"405","task03","3dof","Pronator Teres, Humeral",50.4278577856393,28.9963993238349,50.4958490677524,0.00933078708343915,99.985286330257
"406","task03","3dof","Pronator Teres, Ulnar",50.4434090805146,28.7710387256058,50.2023384583263,0.0102591349101344,99.9928968600346
"407","task03","3dof","Superior Infraspinatus",44.6172033942763,27.4297075734344,42.553043233606,0.00171469849936656,99.9540464022265
"408","task03","3dof","Superior Latissimus Dorsi",51.240050909527,28.8328859346652,51.952624556745,0.0147174105745496,99.9981695200429
"409","task03","3dof","Superior Pectoralis Major",30.6937775537219,24.0643666085731,24.9970121878548,0.00547848965866127,99.9853443089401
"410","task03","3dof","Superior Rhombiod",49.6627715639348,28.9370880992881,49.7261559593284,0.00860606149004628,99.9916712103095
"411","task03","3dof","Superior Serratus Anterior",50.3168424100867,28.9661906447042,50.5890943634541,0.00269579021407451,99.9734471665919
"412","task03","3dof","Superior Subscapularis",45.2172824032367,28.4072096630867,43.3701912285775,0.0189549231530028,99.997811714556
"413","task03","3dof","Superior Trapezius, Scapula",50.1084401764967,28.9622715535287,49.8842494259425,0.00244174737237812,99.9984709403164
"414","task03","3dof","Supinator",50.1691053435956,28.9776638326371,50.1963841127921,0.00241335629727057,99.9704374647261
"415","task03","3dof","Teres Major",74.2442000201579,20.4410420294856,78.939191162757,0.286288308397786,99.9961331038587
"416","task03","3dof","Teres Minor",44.4652660261844,27.3206581189108,42.3254142592696,0.0162297918967935,99.969772644156
"417","task03","3dof","Trapezius, Clavicle",49.8445875634944,28.8016002016579,50.0453534957665,0.00206455231408498,99.9876512512699
"418","task03","3dof","Triceps Lateral Head",50.1453780036967,28.5174530443281,50.2083581571012,0.00193713798217754,99.9973166754976
"419","task03","3dof","Triceps Long Head",59.8487597350657,25.2192855435951,63.0015101270898,0.0343301462449208,99.9996066115518
"420","task03","3dof","Triceps Medial Head",49.8037608931553,28.7393704639741,49.9644670885518,0.0547009613461824,99.9612059841237
"421","task03","5dof","Anconeus",48.6414104200948,28.6284110070482,48.3756616850062,0.0197592417936543,99.9947564937706
"422","task03","5dof","Anterior Deltoid",22.4479384033053,19.0771616777693,17.3365437072267,0.000469887729287466,98.8855225813671
"423","task03","5dof","Anterior Supraspinatus",46.2123177372582,28.5584057158071,44.4386514371899,0.00160527999423232,99.9992503138765
"424","task03","5dof","Biceps Long Head",44.8878310149813,28.119504391477,42.7761648099116,0.00919091440858555,99.9915335003927
"425","task03","5dof","Biceps Short Head",25.0917358166696,20.22465986761,19.910657865061,0.00741080298131136,99.9809611265999
"426","task03","5dof","Brachialis",58.1108997382207,27.3293173361463,60.7940075601564,0.0316371015609662,99.9786133949501
"427","task03","5dof","Brachioradialis",52.6490612429801,28.6562102784683,54.327609182784,0.0518016406768185,99.9805941312838
"428","task03","5dof","Coracobrachialis",24.8828694189862,20.9238700209828,19.3089171704087,3.66062278878143e-05,99.9687644144831
"429","task03","5dof","Inferior Infraspinatus",39.6181374647955,26.0662165156041,36.022141184864,0.00177106154224949,99.9153054038331
"430","task03","5dof","Inferior Latissimus Dorsi",54.1582442070444,28.5459025441944,56.3563803701541,0.00825399102788449,99.994793103178
"431","task03","5dof","Inferior Pectoralis Major",14.8247853607489,12.5008602283892,11.4286833909705,0.00450824065146571,86.2924410740463
"432","task03","5dof","Inferior Rhombiod",50.0922880179721,28.8458613474596,50.3828571141564,0.00239341222835754,99.9489926419581
"433","task03","5dof","Inferior Serratus Anterior",49.5952327874491,28.9168843727337,49.1928663327955,0.000817249913875884,99.9958562634914
"434","task03","5dof","Inferior Subscapularis",58.5129962090474,27.1022245011161,61.7025604027426,0.0178797766646754,99.9993385356658
"435","task03","5dof","Inferior Trapezius, Scapula",49.8457535529899,28.7144304705903,49.8601931343589,0.001317741725676,99.9905106089297
"436","task03","5dof","Levator Scapula",49.6781077807366,28.9815031872769,49.529047919879,0.00326227203719109,99.9988705907109
"437","task03","5dof","Middle Deltoid",68.2569900341014,19.6090498903432,70.6425376364689,0.209796089968073,99.9749218040053
"438","task03","5dof","Middle Latissimus Dorsi",54.0976658131706,28.7592489848567,55.9663433891729,0.00647379501460543,99.9908289099668
"439","task03","5dof","Middle Pectoralis Major",27.5561499349396,22.4142346605004,21.9212270084188,0.00133171229818596,99.9791379180082
"440","task03","5dof","Middle Serratus Anterior",50.0019625477364,28.7257982244793,50.1864096448832,0.00231820143513084,99.9989680405111
"441","task03","5dof","Middle Subscapularis",48.8661655428223,27.7996958516165,48.5753959764967,0.00293890539340147,99.9985936779906
"442","task03","5dof","Middle Trapezius, Scapula",50.0812707221259,28.811612012316,49.7675179647913,0.0132917852313341,99.9928198651377
"443","task03","5dof","Pectoralis Minor",50.2825929738371,28.8363448352979,50.4264367283227,0.0214111823362673,99.9916068957583
"444","task03","5dof","Posterior Deltoid",78.7524071258034,18.0346015864807,83.4817476557507,1.13371013081419,99.9981977270952
"445","task03","5dof","Posterior Supraspinatus",50.7865276892217,29.0640841757915,50.9964326687995,0.00550599667664686,99.9924645622621
"446","task03","5dof","Pronator Quadratus",53.2187694980384,27.6821559812149,54.3150142047719,0.00454570099069906,99.9966471213251
"447","task03","5dof","Pronator Teres, Humeral",55.0785926718448,27.624393521758,56.9675257298691,0.000374202768005372,99.9784832223434
"448","task03","5dof","Pronator Teres, Ulnar",50.902861115138,28.9142671023305,51.666331576199,0.00379594054639165,99.9898634966294
"449","task03","5dof","Superior Infraspinatus",43.9642037072161,27.5443391130209,41.8232950597522,0.00580605302329396,99.995256473801
"450","task03","5dof","Superior Latissimus Dorsi",51.6258789316502,28.9769390044483,52.4059936691427,0.000987866908908064,99.9932072846968
"451","task03","5dof","Superior Pectoralis Major",29.5531687090083,23.5504434205368,23.7498179528332,0.00356043160859021,99.9898534621974
"452","task03","5dof","Superior Rhombiod",50.2081775049914,29.0713342032046,50.09657683196,0.0291278580548116,99.9974371425137
"453","task03","5dof","Superior Serratus Anterior",49.7776503480494,29.0892094613503,49.6419178109551,0.014313535526328,99.9949630191417
"454","task03","5dof","Superior Subscapularis",44.5361524855204,28.5047939062488,42.0359378589003,0.00704572644237844,99.9967110796942
"455","task03","5dof","Superior Trapezius, Scapula",49.9243675369299,28.8548149314604,49.8818530572189,0.0155727106831705,99.9993313342919
"456","task03","5dof","Supinator",36.0232104257377,19.9679826040478,34.7351628026725,0.0414055572011518,98.4376498303978
"457","task03","5dof","Teres Major",77.5984350705516,18.4785533456488,82.3339642616697,0.364172246943162,99.9996168316542
"458","task03","5dof","Teres Minor",45.5158582235141,27.3563495979405,43.6543199693319,0.0101894254269763,99.9987450435317
"459","task03","5dof","Trapezius, Clavicle",49.9348026242232,28.7834523308977,49.5478115449509,0.024145298310585,99.9997009630844
"460","task03","5dof","Triceps Lateral Head",39.7081870359581,26.5269221754577,35.9455256554555,0.0140215952613099,99.9972096611808
"461","task03","5dof","Triceps Long Head",47.6113328176416,23.4274270915565,47.778013669886,0.00491312403073652,99.9236106934131
"462","task03","5dof","Triceps Medial Head",36.3817704961971,24.8915488893343,32.0378644299304,0.00687314976638986,99.8300651921553
"463","task03","8dof","Anconeus",49.2985943638586,28.9072227802181,48.6666639564822,0.0132276952517441,99.998344720675
"464","task03","8dof","Anterior Deltoid",5.33319696806106,4.6700246327659,4.07064710139964,0.000613640688119227,32.3108945119456
"465","task03","8dof","Anterior Supraspinatus",50.553820964527,28.6736186045622,51.3151192320587,0.00230569876551456,99.9658207626534
"466","task03","8dof","Biceps Long Head",49.3899294035847,28.4998233091628,49.0249500303177,0.0296289629017399,99.9835638471125
"467","task03","8dof","Biceps Short Head",39.5429016161291,25.7231609077696,36.4738499372596,0.010843812975625,99.9910809599481
"468","task03","8dof","Brachialis",52.8460339948041,28.1828304215965,53.707605408038,0.0261498720740772,99.9988539426235
"469","task03","8dof","Brachioradialis",51.161759828061,28.9051170036352,51.6394629753511,0.00367332909066986,99.990346939949
"470","task03","8dof","Coracobrachialis",40.4798545210342,26.5961431684747,37.416474851862,0.0127954814603704,99.9816824615628
"471","task03","8dof","Inferior Infraspinatus",35.6427315162368,25.1467763166502,31.0212209674393,0.0146861771123274,99.9809896937744
"472","task03","8dof","Inferior Latissimus Dorsi",53.3420681543285,27.2475416287013,54.4031716928672,0.0114551846030264,99.9885157465952
"473","task03","8dof","Inferior Pectoralis Major",2.33202912339413,2.07626432854361,1.74742595617036,0.000965069245260561,17.1637944448301
"474","task03","8dof","Inferior Rhombiod",5.96274184932537,5.55244614314305,4.37510625991568,0.000129353312268432,43.7671327818064
"475","task03","8dof","Inferior Serratus Anterior",2.60564508846006,2.35622300375605,1.94169753632411,0.000492035422863107,18.390111448969
"476","task03","8dof","Inferior Subscapularis",61.6398351497607,26.0892897971788,65.7320138988235,0.0473315678431452,99.9908945216614
"477","task03","8dof","Inferior Trapezius, Scapula",10.3321312375363,9.28197741266424,7.63691150258816,0.00197695171436363,66.2448364761625
"478","task03","8dof","Levator Scapula",9.57584601770476,8.6943474055913,7.09602417850753,0.000484354212987315,71.8513699785084
"479","task03","8dof","Middle Deltoid",47.8860117613139,21.986395070535,47.3364757235975,0.0267922454074809,99.8670542929328
"480","task03","8dof","Middle Latissimus Dorsi",61.9771258568377,24.1739034139753,64.9978708782734,0.110901142986564,99.9714753385098
"481","task03","8dof","Middle Pectoralis Major",4.5163131499374,3.92109541464912,3.40282670440814,0.000385876849469391,26.159098377683
"482","task03","8dof","Middle Serratus Anterior",5.17398258190436,4.8160358869848,3.72896389498796,9.67367612764169e-05,37.0545844276806
"483","task03","8dof","Middle Subscapularis",58.256307909313,26.8766292939375,61.9368879461431,0.0670988425516605,99.9826642924048
"484","task03","8dof","Middle Trapezius, Scapula",6.82356072078532,6.21848250498804,5.0654375151793,0.00140260044211166,45.7363936981913
"485","task03","8dof","Pectoralis Minor",65.838503585493,25.8921446872969,71.5472865377152,0.0115723782380339,99.9975554167433
"486","task03","8dof","Posterior Deltoid",57.8708533211792,25.465524351147,60.0341309491602,0.0981654882102445,99.9289576877928
"487","task03","8dof","Posterior Supraspinatus",48.0488458163931,28.6763167764504,47.6235526931914,0.00790481063787096,99.9918680919476
"488","task03","8dof","Pronator Quadratus",54.6823316453319,27.9252216578195,56.5388135208929,0.0103738224280669,99.9943578982518
"489","task03","8dof","Pronator Teres, Humeral",55.334491326538,27.6754833782797,57.4951923722341,0.00971796800477431,99.9972059464544
"490","task03","8dof","Pronator Teres, Ulnar",51.2693767845298,28.990976547245,51.1732700381788,8.62818712699109e-05,99.9958535153741
"491","task03","8dof","Superior Infraspinatus",39.8092391236015,26.8391435293946,36.066845505612,0.0121240455457139,99.9941864831044
"492","task03","8dof","Superior Latissimus Dorsi",47.1608268317943,27.7227550004384,46.2794056730053,0.0022759770691716,99.9747415297615
"493","task03","8dof","Superior Pectoralis Major",5.69475109258028,4.94683095783017,4.35703518763887,0.000192735558739859,34.5580705581577
"494","task03","8dof","Superior Rhombiod",3.68289371646578,3.44649493379842,2.69270780430998,0.00169818037433489,27.0999112966652
"495","task03","8dof","Superior Serratus Anterior",11.7062976015729,10.0985979994922,8.93923762621728,0.000914358314740848,71.8862007548115
"496","task03","8dof","Superior Subscapularis",51.7845091765406,28.7447915012581,52.5042081641094,0.032811573772551,99.9990463393473
"497","task03","8dof","Superior Trapezius, Scapula",4.29866583421848,3.68888066721222,3.32332412503524,6.96289455925925e-05,25.6707730570036
"498","task03","8dof","Supinator",31.8650881651547,19.0534006912314,30.193798233872,0.0360439531882306,96.5764021216102
"499","task03","8dof","Teres Major",65.487466105657,23.9743254646447,69.3583567915873,0.0117645986359882,99.988748898284
"500","task03","8dof","Teres Minor",38.7505260331268,26.187701529087,34.698218377741,0.00848705507380254,99.9956384530109
"501","task03","8dof","Trapezius, Clavicle",49.8133544272682,28.9680028844774,49.7325603348374,0.00199252128257887,99.9786325778932
"502","task03","8dof","Triceps Lateral Head",47.0564330568056,27.8751489994713,45.8269402310284,0.00476983363885131,99.993042161952
"503","task03","8dof","Triceps Long Head",44.5626036959646,24.6860466279007,43.4723754472705,0.00141607190443649,99.9026361045091
"504","task03","8dof","Triceps Medial Head",44.7220997453553,27.0128018755783,42.731892724217,0.000392719755809567,99.9800617029116
"505","task04","3dof","Anconeus",49.5092644626399,28.809125364683,49.4860719234455,0.0158474119474505,99.998193118962
"506","task04","3dof","Anterior Deltoid",17.5945522301098,15.6906807004305,13.173188175714,0.00364831034265489,99.7519792964179
"507","task04","3dof","Anterior Supraspinatus",45.4962833766345,28.5052175564785,43.175739313624,0.000793609627280922,99.9992129319285
"508","task04","3dof","Biceps Long Head",37.991567137654,26.83780272934,33.0245661182517,0.00227463488016166,99.9887375087019
"509","task04","3dof","Biceps Short Head",17.0753863988796,15.2844170322178,12.6603976393133,0.00412264524169148,97.2775506879953
"510","task04","3dof","Brachialis",50.4807383336662,29.0667746353657,50.7197864245611,0.0224045195440892,99.9819922227624
"511","task04","3dof","Brachioradialis",49.4840541021671,28.5962672584511,49.0942946873462,0.000364919678447206,99.9753695711161
"512","task04","3dof","Coracobrachialis",19.6311840204673,17.4643440569865,14.7098458476196,0.00201018341068337,99.8289183437717
"513","task04","3dof","Inferior Infraspinatus",23.9408408462493,19.5520799742904,19.0187220674419,0.00135523462117537,99.5526061367468
"514","task04","3dof","Inferior Latissimus Dorsi",59.7891454955876,27.7201676738256,64.2943647385831,0.00155651748839913,99.9950421078234
"515","task04","3dof","Inferior Pectoralis Major",15.0666284859964,12.8687110690139,11.655683144679,0.00228231527073797,84.5686350214488
"516","task04","3dof","Inferior Rhombiod",50.2443264149413,29.033947985334,50.6197236239062,0.0145557620645775,99.9737708710698
"517","task04","3dof","Inferior Serratus Anterior",50.1294177706808,29.0119733909913,49.7773433743803,0.00731522794774619,99.9674794308832
"518","task04","3dof","Inferior Subscapularis",71.9461735052739,22.0193026630794,77.2499948988872,0.014372999437462,99.9974209322704
"519","task04","3dof","Inferior Trapezius, Scapula",50.3112214781932,28.8877527525314,50.2811668095611,0.0109063234736251,99.9739748849032
"520","task04","3dof","Levator Scapula",50.3903730885086,29.1993351387013,50.7816848036955,0.00176104315869341,99.9800668240943
"521","task04","3dof","Middle Deltoid",50.7989690594999,20.612230630301,51.4473385930532,0.0741704650158437,99.991863557736
"522","task04","3dof","Middle Latissimus Dorsi",62.1376145907013,27.0940393723234,66.9133188127215,0.00213475614643244,99.9947672546905
"523","task04","3dof","Middle Pectoralis Major",27.0568859649599,22.241567528528,21.3740207168973,0.00101391199879286,99.8295073983246
"524","task04","3dof","Middle Serratus Anterior",49.987575588587,28.9820914113577,49.8169980126667,0.029306430944992,99.9974161629097
"525","task04","3dof","Middle Subscapularis",57.692801683774,26.9367928251143,60.6033662051979,0.0116938216709217,99.9961202751533
"526","task04","3dof","Middle Trapezius, Scapula",50.0433752960373,28.7451377655813,50.1459511452908,0.0154811531653698,99.9753387730224
"527","task04","3dof","Pectoralis Minor",50.1800836600025,28.9248347839981,50.5077226344913,0.0372281625357185,99.9996599369407
"528","task04","3dof","Posterior Deltoid",83.2237909173404,14.9548578804282,87.331133420512,0.780022267169511,99.9964384519877
"529","task04","3dof","Posterior Supraspinatus",48.3157869414741,28.654073881483,47.3486998577535,0.020889470487484,99.9855411501163
"530","task04","3dof","Pronator Quadratus",50.0740558117796,29.0043983354519,50.0472327240492,0.0414227409560486,99.9965311389164
"531","task04","3dof","Pronator Teres, Humeral",49.8476259655278,28.7550939943096,50.0193162073287,0.0111822733408706,99.9816986185607
"532","task04","3dof","Pronator Teres, Ulnar",50.0525440696571,28.8076720986755,50.0961083956414,0.0041702887337014,99.9981045312023
"533","task04","3dof","Superior Infraspinatus",28.8284248729922,22.7612353949355,23.4035314097146,0.00132001441516261,99.8681591950722
"534","task04","3dof","Superior Latissimus Dorsi",55.2756475846886,28.5440457954941,57.6722907724069,0.0200642015161567,99.9991044966017
"535","task04","3dof","Superior Pectoralis Major",26.4501757100767,21.8575661748822,20.7112176709899,0.00308056124639078,99.8410867147287
"536","task04","3dof","Superior Rhombiod",49.8662796316336,28.7909898581702,49.9003989066348,0.00739740171186165,99.8872683664524
"537","task04","3dof","Superior Serratus Anterior",50.021845767897,28.9895335475124,49.8027681709285,0.0325563366954051,99.9789128276459
"538","task04","3dof","Superior Subscapularis",46.979716695707,28.5580720835411,45.3451540725991,0.0114210751592791,99.967526145632
"539","task04","3dof","Superior Trapezius, Scapula",50.2058833611879,28.8499197217269,50.0504640911791,0.00592777440479031,99.9929708759999
"540","task04","3dof","Supinator",49.8179509891399,28.9427238139242,50.0470361775454,0.00168166007327719,99.9960580290585
"541","task04","3dof","Teres Major",85.9102780539114,12.8024888517288,89.5932719773173,1.90563911405318,99.9966717548911
"542","task04","3dof","Teres Minor",32.4686890693665,23.8103418391874,27.6418694104091,0.00496638509789316,99.9582306637067
"543","task04","3dof","Trapezius, Clavicle",50.4635299598553,28.6005519702374,50.6676883775376,0.0204731300384009,99.9960755897052
"544","task04","3dof","Triceps Lateral Head",49.8251956242274,28.6775250530919,49.8357505960572,0.00504635598939651,99.9777404761282
"545","task04","3dof","Triceps Long Head",73.20968737281,21.5518193742199,78.6122680699546,0.120338206764026,99.999849064451
"546","task04","3dof","Triceps Medial Head",50.4853483411137,29.042958633639,50.6889180124008,0.00587054265819842,99.9931268362816
"547","task04","5dof","Anconeus",48.6109017488381,28.9500436342786,47.4865033004192,0.0210393546155319,99.9668186547306
"548","task04","5dof","Anterior Deltoid",17.0547979330164,15.1095264826053,12.8119482138615,0.00496329616785085,96.3603945036213
"549","task04","5dof","Anterior Supraspinatus",44.8358707669781,28.280627538824,42.5835761559301,0.00400583563515133,99.9662024890045
"550","task04","5dof","Biceps Long Head",39.7691865538648,27.4605541153615,35.7886362139837,3.95619675352954e-05,99.9970570718111
"551","task04","5dof","Biceps Short Head",17.3054140687375,15.2078749184335,13.0534325540848,0.0043349695879269,97.117632217094
"552","task04","5dof","Brachialis",55.4191966549847,27.7630547700327,57.8630749515948,0.0359708953325932,99.9784714890173
"553","task04","5dof","Brachioradialis",52.3134057688188,28.9275226671842,52.9052269745508,0.0354640258398708,99.9833420726111
"554","task04","5dof","Coracobrachialis",19.2902511598911,17.2080762777186,14.3046914157113,6.66842477403673e-05,98.5605523044264
"555","task04","5dof","Inferior Infraspinatus",23.8417089899137,19.6789450712519,19.0354646774003,0.010726182959947,99.8411303630735
"556","task04","5dof","Inferior Latissimus Dorsi",59.7805727282513,27.6311102457174,64.2027749736683,0.0107699002394601,99.9997555428848
"557","task04","5dof","Inferior Pectoralis Major",14.6857787081423,12.2941619562194,11.6101690188307,0.000141343953027895,78.2755545452448
"558","task04","5dof","Inferior Rhombiod",50.1334171672094,28.5733703346419,49.9355449313065,0.00326016244673322,99.9876322149492
"559","task04","5dof","Inferior Serratus Anterior",49.8617003906002,28.7201634156535,49.5583211952312,0.00133000467266164,99.9936245864708
"560","task04","5dof","Inferior Subscapularis",72.0391084587969,22.2981394497249,77.2292194890372,0.135480393937004,99.9953852572909
"561","task04","5dof","Inferior Trapezius, Scapula",50.1018908519771,28.8025130424685,50.1976966494891,0.010378897191976,99.9904274446312
"562","task04","5dof","Levator Scapula",49.8653430564858,28.7855825418467,50.0726144557451,0.00218041074846465,99.9975045416081
"563","task04","5dof","Middle Deltoid",47.8671662220549,19.9839329015027,48.0853265933651,0.0227916575555875,99.9553149320127
"564","task04","5dof","Middle Latissimus Dorsi",61.9415906975283,27.1660949009641,67.1016919636757,0.0188357575977793,99.9953866890917
"565","task04","5dof","Middle Pectoralis Major",25.7858096221336,21.1605149369781,20.6176760752113,0.000326955888846348,99.4791196070668
"566","task04","5dof","Middle Serratus Anterior",50.0511019910904,28.9180800298483,50.2320075272341,0.00501312150777977,99.9965251086012
"567","task04","5dof","Middle Subscapularis",57.389714404047,27.212300547704,60.0670019496624,0.0376841513250348,99.9854585585092
"568","task04","5dof","Middle Trapezius, Scapula",49.9589847884384,28.9280298559387,49.6068016691115,0.0295603541458633,99.9987330473165
"569","task04","5dof","Pectoralis Minor",50.0522337461896,29.049220006965,50.0247112982517,0.00831833832969919,99.999300542503
"570","task04","5dof","Posterior Deltoid",83.5392280087202,14.4190554527168,87.469201689436,0.912407436274021,99.992054088456
"571","task04","5dof","Posterior Supraspinatus",48.1102219188173,28.8439309145723,47.1698961231973,0.0103273233875045,99.9955188366592
"572","task04","5dof","Pronator Quadratus",56.3942037426745,27.3501601893462,58.9977497993804,0.00287402049765628,99.9937121607731
"573","task04","5dof","Pronator Teres, Humeral",57.1549414927156,27.2531995316244,59.8755798420284,0.000632973393666081,99.9958063819575
"574","task04","5dof","Pronator Teres, Ulnar",51.8769858006799,28.8278335083208,52.4855472141661,0.0272770135220535,99.9988774915588
"575","task04","5dof","Superior Infraspinatus",29.2536648946672,22.7598299934474,23.9252049051832,0.000833386741366793,99.9949158164024
"576","task04","5dof","Superior Latissimus Dorsi",55.5541532666874,28.7942538901971,58.528911831548,0.00047779949593485,99.9903844262134
"577","task04","5dof","Superior Pectoralis Major",25.7342690546496,21.5855904079478,20.0325060037285,7.30299501289222e-05,99.7982892893601
"578","task04","5dof","Superior Rhombiod",50.2741127941749,29.1428191780955,50.4232500487235,0.010580726147813,99.9682059402705
"579","task04","5dof","Superior Serratus Anterior",49.5204002107397,29.0542095750133,49.4849039707466,0.0157584536559008,99.9923457546907
"580","task04","5dof","Superior Subscapularis",46.7725338283071,28.5861740543128,45.0798501003174,0.049712944067426,99.9969287382566
"581","task04","5dof","Superior Trapezius, Scapula",49.7672154862322,28.7946553722504,49.6102978661637,0.0127649158356336,99.986618943335
"582","task04","5dof","Supinator",28.9274573060771,17.84842746884,27.1273144070656,0.0241917659508151,91.4564253991096
"583","task04","5dof","Teres Major",86.1876411421465,12.4893760997538,89.7088151667218,12.6272520116564,99.9951805745109
"584","task04","5dof","Teres Minor",32.3993435283156,23.8127501949206,27.7099030821607,0.00727222259734317,99.9712170108195
"585","task04","5dof","Trapezius, Clavicle",50.0405131622064,28.7640329242284,50.4076467537411,0.00971643691458079,99.9960657276159
"586","task04","5dof","Triceps Lateral Head",42.4456720004438,26.9130959530988,39.7690078490483,0.0185700079839535,99.9984929785819
"587","task04","5dof","Triceps Long Head",69.1953484190354,20.9081666361038,72.4851981559798,0.000685336239070189,99.9772104060155
"588","task04","5dof","Triceps Medial Head",39.0503705149507,25.1343037123279,35.9408079938955,0.0125922251563326,99.9805903425274
"589","task04","8dof","Anconeus",50.2187171095297,29.0674503791473,50.5293988361013,0.00454414938492187,99.9906116191525
"590","task04","8dof","Anterior Deltoid",1.31480752260766,1.23258827950349,0.949200764917953,8.11876710412468e-05,11.0295714498031
"591","task04","8dof","Anterior Supraspinatus",50.6695595222275,28.846784249729,51.3359411715402,0.014527880812365,99.9852658131289
"592","task04","8dof","Biceps Long Head",45.19520119153,28.0781734145053,43.2310534722117,0.00487019262043198,99.9863632004492
"593","task04","8dof","Biceps Short Head",31.4355104539222,22.9429492848745,26.8702018038629,0.00615785760527121,99.968784035239
"594","task04","8dof","Brachialis",48.5337080622071,28.0621113769837,47.6577186969008,0.00457380802384444,99.9771618686753
"595","task04","8dof","Brachioradialis",50.0834712451288,28.9098832526808,50.605294998754,2.45956331856867e-05,99.9917724354179
"596","task04","8dof","Coracobrachialis",38.4288004901574,26.0236225205592,34.5558547584938,0.00638105560185065,99.9955500379148
"597","task04","8dof","Inferior Infraspinatus",26.519330254641,21.2594034841041,21.2978797177873,0.0148131503513671,99.9655847315358
"598","task04","8dof","Inferior Latissimus Dorsi",96.4335056722911,3.38221149088099,97.4410810850169,71.6089898450881,99.9988193751983
"599","task04","8dof","Inferior Pectoralis Major",0.785612636347097,0.725420523870222,0.577491767377182,2.11918536920097e-05,5.61927771880419
"600","task04","8dof","Inferior Rhombiod",3.73590226470332,3.50490525300081,2.68448686851646,0.000581256460338575,26.8837788194239
"601","task04","8dof","Inferior Serratus Anterior",0.358241540803839,0.338440186473753,0.258596183044434,3.28501526816998e-05,2.3601121304513
"602","task04","8dof","Inferior Subscapularis",69.6897966119515,23.210848352428,75.0070426293063,0.0382343370620042,99.9982689017122
"603","task04","8dof","Inferior Trapezius, Scapula",1.81203901353134,1.70022213455276,1.30971283614276,0.000204599547291157,14.570289465116
"604","task04","8dof","Levator Scapula",27.1207080392121,16.8179664935133,25.4452958435633,0.000695060665845126,88.6878776249843
"605","task04","8dof","Middle Deltoid",33.8927090901097,18.7505595452044,33.1145777854163,0.0214505067265169,92.8589195271013
"606","task04","8dof","Middle Latissimus Dorsi",97.4612803368315,2.38527233967208,98.1865943196414,82.8003516733107,99.9996670588275
"607","task04","8dof","Middle Pectoralis Major",1.24564891537531,1.14731516929106,0.909222182283125,0.000484201300286584,8.92209946884578
"608","task04","8dof","Middle Serratus Anterior",0.873238792595257,0.826698339827346,0.626136063360467,0.000214115481336589,7.57484498595687
"609","task04","8dof","Middle Subscapularis",64.4589270203706,25.1983407921656,68.9771707256459,0.00402745826302287,99.9841771459643
"610","task04","8dof","Middle Trapezius, Scapula",2.72747269059461,2.60198754803533,1.95277211477039,0.000639239255735904,23.6880791160002
"611","task04","8dof","Pectoralis Minor",82.2253916552706,15.4757375686944,86.554121540762,1.90903939873724,99.99842765096
"612","task04","8dof","Posterior Deltoid",58.9014263534284,24.6872270162516,60.8264608233024,0.109024710300543,99.9793556863095
"613","task04","8dof","Posterior Supraspinatus",46.9572114069365,28.5515105778446,45.5657662925713,0.0154057014705944,99.9978491642402
"614","task04","8dof","Pronator Quadratus",58.7863907671872,26.9161784392917,62.1601323093175,0.00535406192375687,99.998308760862
"615","task04","8dof","Pronator Teres, Humeral",58.3440845368031,27.025642113945,61.4889326979573,0.00775095749997456,99.9853252999826
"616","task04","8dof","Pronator Teres, Ulnar",52.4494835187479,28.7718646951864,53.7025019047051,0.0207261830209804,99.9912579002921
"617","task04","8dof","Superior Infraspinatus",30.9502456935117,23.7976167807636,25.4170446415424,0.0110872313177135,99.8034469909033
"618","task04","8dof","Superior Latissimus Dorsi",95.3944662943237,4.36310748262107,96.6752037201604,62.1083800814834,99.9995729116961
"619","task04","8dof","Superior Pectoralis Major",1.35891669892753,1.27097939561481,0.995171556500692,6.52215830301839e-06,9.89921401151039
"620","task04","8dof","Superior Rhombiod",2.29457482705293,2.18304487702791,1.65808377515499,0.00127633023129653,18.560669653088
"621","task04","8dof","Superior Serratus Anterior",3.4101004694467,3.20250367219809,2.47579526546035,6.61211672546569e-05,25.2846310530175
"622","task04","8dof","Superior Subscapularis",53.9469379822471,28.5619532765083,56.1952209720287,7.51239679019911e-05,99.9981077471545
"623","task04","8dof","Superior Trapezius, Scapula",6.56340644736595,4.50617292453339,5.91307171964175,0.00087038784544885,27.3588043557006
"624","task04","8dof","Supinator",25.7293325300239,16.9388427176729,23.2957578728421,0.0139186209902664,88.758165694154
