"","Task","DOF","Muscle","M","SD","Median","Min","Max"
"907","task06","8dof","Posterior Supraspinatus",52.2677632477446,28.7203300985546,52.4675504946295,0.0367885119974543,99.9805781173472
"908","task06","8dof","Pronator Quadratus",50.6024179805353,28.4761385378959,50.7668587222674,0.0078166754765352,99.9603760348689
"909","task06","8dof","Pronator Teres, Humeral",53.2983834972965,28.1948122997279,54.6883543755054,0.00242259647155185,99.9664991224273
"910","task06","8dof","Pronator Teres, Ulnar",50.7392016077397,28.8460104815184,51.0819956180906,0.0130817812909578,99.9947911620753
"911","task06","8dof","Superior Infraspinatus",57.9652317795717,26.8915370899808,60.7515817763202,0.0141114186387847,99.9954879764591
"912","task06","8dof","Superior Latissimus Dorsi",6.06357683123409,5.7480760239049,4.42253548680103,0.00140506131840051,40.9342185071877
"913","task06","8dof","Superior Pectoralis Major",2.78272864608303,2.43439046771312,2.08616710079191,2.32860985091565e-05,17.151889654821
"914","task06","8dof","Superior Rhombiod",1.04295605562702,0.976921734608849,0.753105820947168,0.000153860437674715,7.40514613790255
"915","task06","8dof","Superior Serratus Anterior",5.84073449217326,4.90120095697951,4.60292121755875,0.000511961577485953,36.1848743067081
"916","task06","8dof","Superior Subscapularis",48.6478878945047,28.8483120690295,48.4123742815664,0.00618439582211749,99.9971995891809
"917","task06","8dof","Superior Trapezius, Scapula",1.1570518602388,1.07467509353163,0.854624518713575,6.78496602310105e-05,9.79199608403287
"918","task06","8dof","Supinator",45.4380823585728,21.7463253404548,44.7996356124601,0.0173371337418571,99.9731375134798
"919","task06","8dof","Teres Major",32.588037194253,21.9212845535342,29.4931081573244,0.00890149396473583,99.8397966342122
"920","task06","8dof","Teres Minor",54.0267059846297,27.1924345115909,55.4201891797579,0.0192907231743811,99.9985029996002
"921","task06","8dof","Trapezius, Clavicle",49.7608606945024,28.6350325588431,49.4294429156537,0.0101594716810594,99.9857269563416
"922","task06","8dof","Triceps Lateral Head",36.5423715256412,25.5924906734958,31.9764315659184,0.00767093717783385,99.9825589603624
"923","task06","8dof","Triceps Long Head",18.5356176194565,14.4910337819979,15.2278457578388,0.00208857405486762,89.8735832505226
"924","task06","8dof","Triceps Medial Head",31.5112209443815,22.7860766946573,27.2744077862306,5.65239293870423e-05,99.9765830673412
"925","task07","3dof","Anconeus",49.600088189056,28.7608051566813,49.6888386189596,0.00229814343605805,99.9945454363678
"926","task07","3dof","Anterior Deltoid",40.353936111227,26.2102566252614,37.2023704765712,0.0161351798016629,99.9855499576783
"927","task07","3dof","Anterior Supraspinatus",67.3191949952142,24.9524276496605,72.9676342835702,0.00274002443965138,99.9853953770778
"928","task07","3dof","Biceps Long Head",52.4803220172854,28.6579611652314,53.510187073542,0.00204921765473154,99.9818267836887
"929","task07","3dof","Biceps Short Head",28.7731392171421,22.1037061303267,23.8359046593616,0.0015430831846186,99.9315253548654
"930","task07","3dof","Brachialis",50.1646243886671,28.8207060552562,50.2180834332083,0.00519053416146997,99.9941449593742
"931","task07","3dof","Brachioradialis",50.1094268623465,28.8805856621794,50.2276389435628,0.00499620253677779,99.9828890480918
"932","task07","3dof","Coracobrachialis",27.0159413097239,21.611007206683,21.8179395558019,0.000101741340541306,99.9615631907571
"933","task07","3dof","Inferior Infraspinatus",85.2800230833749,13.3004693030491,89.1200682848651,12.5861353283133,99.9995170392477
"934","task07","3dof","Inferior Latissimus Dorsi",27.1646788589844,22.5768058419045,21.1707078349736,0.00103884116523234,99.9033648465425
"935","task07","3dof","Inferior Pectoralis Major",6.39148527409669,5.90639924711307,4.69690053188767,0.000567614269253447,45.842545349916
"936","task07","3dof","Inferior Rhombiod",50.1985428810687,28.9561352993815,50.2298674761386,0.00298598748322276,99.9996028899241
"937","task07","3dof","Inferior Serratus Anterior",50.3003796483367,28.756843163785,50.1921341315061,7.62181938118722e-05,99.9987589351255
"938","task07","3dof","Inferior Subscapularis",25.1719777152467,20.2098083227611,20.3221889617515,0.000570022292395445,99.6387747462942
"939","task07","3dof","Inferior Trapezius, Scapula",49.7328668662086,29.1111277728628,49.512364005462,0.00208973976848492,99.9967557322495
"940","task07","3dof","Levator Scapula",50.1329445121693,29.03980395272,50.4009326308808,0.0272636148314798,99.9955067823361
"941","task07","3dof","Middle Deltoid",95.0459130357913,4.37686673574046,96.2275197378049,54.3843512904041,99.9984699163619
"942","task07","3dof","Middle Latissimus Dorsi",24.580609151216,21.3491498864125,18.5273654374651,0.00378773823743739,99.8849614683202
"943","task07","3dof","Middle Pectoralis Major",17.1284604607713,15.5784505903566,12.7148214355025,0.00200151388238812,99.3405151454229
"944","task07","3dof","Middle Serratus Anterior",50.0064960082057,28.8192382172452,49.6883532563433,0.000969509695003534,99.9960490804431
"945","task07","3dof","Middle Subscapularis",39.2555739025906,25.4767706806218,35.9299889400725,0.00336669074410545,99.9806716213921
"946","task07","3dof","Middle Trapezius, Scapula",50.0641056539561,28.8430263000224,49.5627484724918,0.00430192170285948,99.9879982029999
"947","task07","3dof","Pectoralis Minor",50.0257654892942,28.9517266463161,49.9570747756218,0.00634991859932432,99.9867791652612
"948","task07","3dof","Posterior Deltoid",38.7074808035925,24.7479355595194,35.6124941849937,0.0206233827087177,99.9256804442763
"949","task07","3dof","Posterior Supraspinatus",67.4411767405872,25.341584224714,73.376954785649,0.0202318136386492,99.9948520187339
"950","task07","3dof","Pronator Quadratus",50.397510539013,29.0603188891859,50.2346394126949,0.0371792121189707,99.996883458016
"951","task07","3dof","Pronator Teres, Humeral",50.4141268465282,29.0240281706681,50.2379109557081,0.0100190991520754,99.9886174301557
"952","task07","3dof","Pronator Teres, Ulnar",50.3521876821247,28.6470417838228,50.410948070493,0.0284840776773099,99.971216531785
"953","task07","3dof","Superior Infraspinatus",85.7856774027904,12.9894574873634,89.5168298971006,3.96630586748071,99.9993028237009
"954","task07","3dof","Superior Latissimus Dorsi",32.1075646259649,25.259507160545,25.8373282248876,0.00463502553212369,99.9282069899006
"955","task07","3dof","Superior Pectoralis Major",30.7102721240482,24.1014206278147,25.0679916262701,0.01191282857822,99.9316891082416
"956","task07","3dof","Superior Rhombiod",49.8047276679852,28.8175940520046,50.3466419814326,0.0236512033998548,99.9845750176428
"957","task07","3dof","Superior Serratus Anterior",50.2489767559723,29.2085242954708,50.5679028867948,0.00242800332984072,99.9923806709846
"958","task07","3dof","Superior Subscapularis",34.1346784863815,25.9534696011221,28.3466372870923,0.00894572385004011,99.9953714765857
"959","task07","3dof","Superior Trapezius, Scapula",50.1572711063969,28.8728424222418,50.1468762506683,0.00410603383345642,99.9927557609884
"960","task07","3dof","Supinator",49.9065709876957,28.835167909344,49.5284117433296,0.000349641043917437,99.9729818053205
"961","task07","3dof","Teres Major",7.87758357682284,7.07689908261425,5.91556096200146,0.000853187012503365,51.6170799161718
"962","task07","3dof","Teres Minor",72.8050570206713,20.957665067175,77.391117945835,0.222973050915487,99.9956595651411
"963","task07","3dof","Trapezius, Clavicle",50.2713460417107,28.5494976141325,50.2552356557928,0.00217227605308623,99.9975501786056
"964","task07","3dof","Triceps Lateral Head",50.0104564260194,28.540474507573,50.1463307790401,0.00256327705138726,99.9855296823998
"965","task07","3dof","Triceps Long Head",8.53068532008498,7.51019638949307,6.3865450778226,0.00178655300739211,62.2472475716839
"966","task07","3dof","Triceps Medial Head",49.832565118673,28.9643301355846,49.9070533862597,0.00977064669565042,99.9927206045879
"967","task07","5dof","Anconeus",46.3470684935643,28.5973477990542,45.218145072131,0.0122060679347058,99.9790685654363
"968","task07","5dof","Anterior Deltoid",31.8796741832719,24.0593931555639,26.7876882854742,0.00651828435125346,99.8922810388454
"969","task07","5dof","Anterior Supraspinatus",66.7722733269798,25.0144198725582,72.2890067686313,0.106205174527096,99.9892233280053
"970","task07","5dof","Biceps Long Head",69.8489989627989,23.7676912125176,75.6164626174251,0.0023027934700659,99.9845128511374
"971","task07","5dof","Biceps Short Head",51.8605948677313,24.0498395483701,52.5123893692616,0.125446396189954,99.9252790381506
"972","task07","5dof","Brachialis",72.1014126583379,22.3943734623238,77.8247520016569,0.036453407638859,99.9924808579588
"973","task07","5dof","Brachioradialis",57.6674934100699,28.1134413426539,60.718395819229,0.0180994534562218,99.9810611931634
"974","task07","5dof","Coracobrachialis",22.5980064161944,19.2020008239996,17.284116728921,0.00015476046687779,98.6334316672231
"975","task07","5dof","Inferior Infraspinatus",84.5593649441249,13.6406726745643,88.2967718716867,14.5782738096885,99.9964163505016
"976","task07","5dof","Inferior Latissimus Dorsi",28.2346865600016,23.2456056913729,21.9298884379885,0.00475354714808973,99.8592214242422
"977","task07","5dof","Inferior Pectoralis Major",5.70746572251538,5.23345328400301,4.2074241382856,0.00093275723998254,35.8817381880936
"978","task07","5dof","Inferior Rhombiod",50.5762383525691,28.9118647029047,51.2341200027004,0.00800439610375014,99.9591855184806
"979","task07","5dof","Inferior Serratus Anterior",49.9009591764377,28.806667538146,49.3129268875174,0.00185266465016487,99.9875432787559
"980","task07","5dof","Inferior Subscapularis",26.8946289720428,21.1207601046812,21.9455491933399,0.00511125731147977,99.8831416905199
"981","task07","5dof","Inferior Trapezius, Scapula",49.2596486758028,28.826100936114,49.0629270251569,0.0025217048462034,99.9850377993559
"982","task07","5dof","Levator Scapula",49.7200290956372,28.7021704612205,49.9749732927486,0.0167656826893958,99.9959425653338
"983","task07","5dof","Middle Deltoid",95.1987397538371,4.32522651884026,96.4788000311233,62.0733666564047,99.9995150706291
"984","task07","5dof","Middle Latissimus Dorsi",24.7921910484883,21.1872980472695,19.0579863452934,0.006503947836492,99.7713461161413
"985","task07","5dof","Middle Pectoralis Major",15.1964608246591,13.9346807055337,11.2269295308879,0.00277770329794869,95.2447093066826
"986","task07","5dof","Middle Serratus Anterior",49.5336079621949,28.699328078371,49.313251596712,0.0170707755071331,99.9985706740454
"987","task07","5dof","Middle Subscapularis",38.2412740129867,25.56355919866,34.7267833337504,0.00734474052516143,99.9949441648508
"988","task07","5dof","Middle Trapezius, Scapula",49.7955492383609,29.0275640031086,49.5645612521316,0.00938406851580531,99.9854425912799
"989","task07","5dof","Pectoralis Minor",50.2469998421612,29.0438181429448,50.6223754990879,0.0385426910854691,99.9971114850477
"990","task07","5dof","Posterior Deltoid",49.3550660233435,25.1843146283303,48.8924716995956,0.0174353016120676,99.9724595069038
"991","task07","5dof","Posterior Supraspinatus",67.4238382512643,25.3478642399801,73.2697487669332,0.0125751476401925,99.9957993230212
"992","task07","5dof","Pronator Quadratus",47.861817581399,28.1938075559688,47.3243566247334,0.00543430920530996,99.9995368308368
"993","task07","5dof","Pronator Teres, Humeral",54.268335297167,28.0502234364208,56.2095777305357,3.43597333585244e-05,99.9843600624119
"994","task07","5dof","Pronator Teres, Ulnar",49.8463975299167,28.8073094219835,50.1302242467873,0.0165780767593715,99.9914325125719
"995","task07","5dof","Superior Infraspinatus",85.5217657740892,13.1697111424049,89.1919374921861,11.4349036838498,99.9991669723549
"996","task07","5dof","Superior Latissimus Dorsi",32.5661913333731,25.2867842507563,26.717931789131,0.0229654729389905,99.9881698779626
"997","task07","5dof","Superior Pectoralis Major",26.9001611978641,22.6245753004206,20.9117223269552,0.00413280183788611,99.8553494146862
"998","task07","5dof","Superior Rhombiod",49.9604470261686,29.101933979806,49.9397080035649,0.0349853977350656,99.9955367910456
"999","task07","5dof","Superior Serratus Anterior",49.8829387386113,29.1180832743983,50.0411933311455,0.00623555318986502,99.9701606101213
"1000","task07","5dof","Superior Subscapularis",33.0881094535306,25.63398409606,26.849582594965,0.011595839406825,99.9435463353125
"1001","task07","5dof","Superior Trapezius, Scapula",49.5911745720551,28.8581325945279,49.4418292095056,0.0371225478168757,99.9902335914163
"1002","task07","5dof","Supinator",59.7676478306009,21.3975940859283,60.949064033022,0.00354237345043806,99.9585782411118
"1003","task07","5dof","Teres Major",8.08975707885274,7.148483436135,6.15165938628627,0.00108503534198001,54.4444552864835
"1004","task07","5dof","Teres Minor",71.6506636639998,21.3646921634725,75.9387369396662,0.175334006341366,99.9895420832918
"1005","task07","5dof","Trapezius, Clavicle",49.7733853002029,28.9311085959603,49.963152217307,0.00772518890458374,99.9939626689659
"1006","task07","5dof","Triceps Lateral Head",22.8334735081202,18.5659140772193,18.3041764554153,0.000146995490163393,98.9548305655215
"1007","task07","5dof","Triceps Long Head",5.8633856438908,5.21733669640365,4.38467704865682,1.0056729773944e-05,45.1509980213948
"1008","task07","5dof","Triceps Medial Head",18.1584098423975,15.2807665717701,14.2077867828855,0.00186398388518916,96.4963947383412
"1009","task08","11dof","Anconeus",48.2611877836175,28.8428619728956,47.6989522695642,0.00339075313812165,99.9878665819588
"1010","task08","11dof","Anterior Deltoid",17.5942564102516,12.5417509611055,15.448788699234,0.000956828433623658,69.0572213281934
"1011","task08","11dof","Anterior Supraspinatus",51.6045205549298,28.7514828488042,52.0452377505992,0.00973101235713925,99.9846744839475
"1012","task08","11dof","Biceps Long Head",57.0474800412728,27.8301055283497,59.9640864566707,0.0266696160483249,99.9963865948072
"1013","task08","11dof","Biceps Short Head",58.2805913988417,25.6956027628761,60.9666514194079,0.0204653121636644,99.9925321177439
"1014","task08","11dof","Brachialis",59.8890756595058,27.2708903264275,63.9226259464492,0.0104565537006329,99.9847888958902
"1015","task08","11dof","Brachioradialis",53.9526714922644,28.4085913421429,55.6933970854354,0.0490164576492647,99.9988619716896
"1016","task08","11dof","Coracobrachialis",46.5257074221451,27.5969517754922,45.3193625815103,0.0161469620756804,99.9868386229375
"1017","task08","11dof","Inferior Infraspinatus",41.0887573473768,26.1397761132166,38.1135555813713,0.00127690018104643,99.9538585491496
"1018","task08","11dof","Inferior Latissimus Dorsi",6.17602620282566,5.7444860391873,4.50909230093917,0.000307226992124487,47.1009758562206
"1019","task08","11dof","Inferior Pectoralis Major",2.67307702461677,2.42679625059086,1.99153639123961,0.000437377953663512,16.3094491483682
"1020","task08","11dof","Inferior Rhombiod",3.65961241783166,3.42510618653482,2.63969717064714,0.000730124977087188,25.106379098877
"1021","task08","11dof","Inferior Serratus Anterior",5.39418213645607,3.86662082793015,4.70533537313013,0.000401384447684672,21.7070090624
"1022","task08","11dof","Inferior Subscapularis",58.772381094937,26.9093404724405,61.967621308104,0.00470807009949059,99.9735503599978
"1023","task08","11dof","Inferior Trapezius, Scapula",3.22407048587375,2.93517300363245,2.3852264553646,5.14130898965348e-05,20.8285244645818
"1024","task08","11dof","Levator Scapula",6.93830266656237,5.93002046644174,5.41611439531785,0.000272492759442744,44.8133690235385
"1025","task08","11dof","Middle Deltoid",46.7031572433315,20.8322037615743,46.3604330683088,0.0775792362520789,99.9848821744578
"1026","task08","11dof","Middle Latissimus Dorsi",4.6247800226769,4.37476110819559,3.30698892031395,0.000798826069223907,31.6591077243847
"1027","task08","11dof","Middle Pectoralis Major",8.82558368876973,7.41374670584095,6.87925013355535,0.00151675438774812,46.805130715372
"1028","task08","11dof","Middle Serratus Anterior",28.8938295386418,13.2495658113481,29.243856902801,0.0276175245923549,75.4608351784462
"1029","task08","11dof","Middle Subscapularis",57.0796741586099,27.0383891505836,59.619187382024,0.00474864470576541,99.9846999215262
"1030","task08","11dof","Middle Trapezius, Scapula",2.20439204500186,2.03720703963257,1.60096007431225,0.000128588408060751,19.9195597523654
"1031","task08","11dof","Pectoralis Minor",15.3563821646478,12.2555112265209,12.443252545952,0.00300229616605197,68.6012441425339
"1032","task08","11dof","Posterior Deltoid",49.5813014656191,26.2261181235767,49.5295502647934,0.0188286795060333,99.9964204971254
"1033","task08","11dof","Posterior Supraspinatus",49.4383129425787,28.8128439535381,49.0542239876273,0.0150645234285429,99.9921014502433
"1034","task08","11dof","Pronator Quadratus",56.8414852425581,27.5246668193648,59.1702862284251,0.0058150800426815,99.9942125065298
"1035","task08","11dof","Pronator Teres, Humeral",59.2591339128901,26.8788021951543,62.7635130293563,0.0041824488443476,99.99606964198
"1036","task08","11dof","Pronator Teres, Ulnar",52.3764236444763,28.8747779534604,53.7497004605005,0.00356127708047715,99.9947772233447
"1037","task08","11dof","Superior Infraspinatus",43.6626940850438,27.5369470275536,41.5001342183165,0.00316316407337203,99.9992344201635
"1038","task08","11dof","Superior Latissimus Dorsi",7.4932763085584,6.96660077051494,5.43828189587034,0.000364511859417271,67.5669572690562
"1039","task08","11dof","Superior Pectoralis Major",18.8475183687061,13.3459319662462,16.6007001946556,0.00932764388196228,72.9034810709021
"1040","task08","11dof","Superior Rhombiod",2.36435072979494,2.14807154916624,1.7538680193787,0.000155026314673651,14.6659872555242
"1041","task08","11dof","Superior Serratus Anterior",13.9818307950336,10.7632663368577,11.6261791100372,0.00470912911151866,69.3081525789348
"1042","task08","11dof","Superior Subscapularis",51.6401173593198,28.6139436341347,52.6477291340057,0.00371326884391898,99.9947131024324
"1043","task08","11dof","Superior Trapezius, Scapula",1.59498738430303,1.47187347049417,1.17728062047533,0.000206657205064492,12.5467489624987
"1044","task08","11dof","Supinator",28.3695045790703,17.8368872326687,26.1327111150579,0.0205030774923731,95.5336405095113
"1045","task08","11dof","Teres Major",56.8557790792732,26.1424705439157,58.828889321887,0.0100722137957532,99.9735882004065
"1046","task08","11dof","Teres Minor",41.6821642787564,26.7650596102531,38.360393836526,0.0110829216850794,99.9534031928614
"1047","task08","11dof","Trapezius, Clavicle",61.8980023226219,23.9959891337482,64.0722822044571,0.0302682119966979,99.9874469191197
"1048","task08","11dof","Triceps Lateral Head",36.7201617866141,26.1381088031271,31.8509126489952,0.0097006972163638,99.9928049674899
"1049","task08","11dof","Triceps Long Head",24.4966271421139,18.4006584779834,20.7463108240344,0.0049457344076631,98.9041714416626
"1050","task08","11dof","Triceps Medial Head",32.1110169392531,23.412682383636,27.5967891846074,0.0029328289966768,99.9025834816581
"1051","task08","3dof","Anconeus",49.9880238418456,28.9142766551627,49.9578012097407,0.0039136103773485,99.9951218141414
"1052","task08","3dof","Anterior Deltoid",35.1615007421171,25.3848864373772,30.2484634815502,0.0124642304564881,99.9873751888035
"1053","task08","3dof","Anterior Supraspinatus",50.982445688649,28.8326853817735,51.7701746542606,0.00402653703358569,99.995694756926
"1054","task08","3dof","Biceps Long Head",46.2603181052033,28.5570791782419,44.6854726975231,0.00746421166138989,99.9979020675412
"1055","task08","3dof","Biceps Short Head",32.8922473302438,24.4121287989275,27.7943238997133,0.0187412744784343,99.9986136168133
"1056","task08","3dof","Brachialis",50.4672345962862,28.657417680542,50.7625644187222,0.0043106614816546,99.9864927980679
"1057","task08","3dof","Brachioradialis",49.8638593911752,28.6204645667694,50.1706906029761,0.00997304403695942,99.9843088942459
"1058","task08","3dof","Coracobrachialis",35.1976113979064,25.7241174294286,29.9029576334337,0.00204821348366857,99.9471650251147
"1059","task08","3dof","Inferior Infraspinatus",52.9816022220999,27.4201271626105,53.7853181358112,0.00204757528937671,99.990008404865
"1060","task08","3dof","Inferior Latissimus Dorsi",48.3230246040125,28.7922012122703,47.6601147065039,0.00474063764565047,99.9811435699513
"1061","task08","3dof","Inferior Pectoralis Major",17.8428700914474,14.5529181263173,14.2124622650542,0.00281781481151488,95.8429243200188
"1062","task08","3dof","Inferior Rhombiod",50.1050908449241,28.7877253398693,50.0522868490371,0.009835576809758,99.9875363626451
"1063","task08","3dof","Inferior Serratus Anterior",50.1390711493156,28.8540363164031,50.1600038018845,0.00487274921615044,99.9876167537345
"1064","task08","3dof","Inferior Subscapularis",50.5243078298085,27.6505952678559,50.7124465951135,0.000364297799193558,99.9883713164135
"1065","task08","3dof","Inferior Trapezius, Scapula",50.2529450950864,29.0398337417233,50.1149592892341,0.0216604519001962,99.9672528732066
"1066","task08","3dof","Levator Scapula",50.0893559856207,29.0464820672165,49.7496824668983,0.00789464238192816,99.9763896278351
"1067","task08","3dof","Middle Deltoid",78.5472292240411,16.4521976469437,82.0988768363728,3.31244251090468,99.9950484439329
"1068","task08","3dof","Middle Latissimus Dorsi",48.1658978399924,28.6846754353604,47.516912020444,0.0339928609828788,99.9596491693121
"1069","task08","3dof","Middle Pectoralis Major",33.5542205324582,25.5425731743307,27.9071137476196,0.00114083475936666,99.9560501500415
"1070","task08","3dof","Middle Serratus Anterior",50.3762305924075,29.001004141494,50.5103937016663,0.00866006063220959,99.9982180338468
"1071","task08","3dof","Middle Subscapularis",48.8681515238036,27.6346617323026,48.706162901769,0.0143540770062622,99.9980019765958
"1072","task08","3dof","Middle Trapezius, Scapula",49.8873544507466,28.841931177566,49.6692332511448,0.0127894598600853,99.9826834786372
"1073","task08","3dof","Pectoralis Minor",50.3296014309507,28.8524600870102,50.5999891981322,0.0109874889221817,99.9979971919499
"1074","task08","3dof","Posterior Deltoid",63.3468459701552,25.8217684254771,67.9846086480646,0.100857510956665,99.9974587309271
"1075","task08","3dof","Posterior Supraspinatus",52.5134542945478,28.7713246357931,53.6626510210686,0.0320431832204093,99.9898337389063
"1076","task08","3dof","Pronator Quadratus",49.8671473350175,28.7568502197175,49.3735983823193,0.00501218875283982,99.9935656384503
"1077","task08","3dof","Pronator Teres, Humeral",50.3505095707422,28.7709833334099,50.576080791304,0.078790113826871,99.9921690259902
"1078","task08","3dof","Pronator Teres, Ulnar",49.7894808010624,28.6889016219336,50.2508482443568,0.0302277911101712,99.986368550759
"1079","task08","3dof","Superior Infraspinatus",54.6980034716221,27.6376781868099,56.1946194047433,0.000976203202696091,99.9933399275893
"1080","task08","3dof","Superior Latissimus Dorsi",47.666601487442,28.715204484996,46.6499616954528,0.000896340681139085,99.9549048215733
"1081","task08","3dof","Superior Pectoralis Major",37.9979584762689,26.8088732252606,33.2163214840101,0.00253822076299315,99.9479927330937
"1082","task08","3dof","Superior Rhombiod",50.0459107684109,28.8503128191902,49.763257730056,0.00841180552497156,99.9877072400606
"1083","task08","3dof","Superior Serratus Anterior",50.1419933375763,28.8174385836002,50.2965796299935,0.00627550053770021,99.9767540657744
"1084","task08","3dof","Superior Subscapularis",45.7931742949099,28.3259163111151,43.5564460468138,0.0120945527457339,99.9776959284984
"1085","task08","3dof","Superior Trapezius, Scapula",50.1480496796102,28.7094101001388,50.5494569058709,0.00743979529403971,99.9920778797856
"1086","task08","3dof","Supinator",50.0306722172418,28.866868440272,50.3063003856573,0.00675679768682436,99.9864257541527
"1087","task08","3dof","Teres Major",49.279931219218,26.2863997380154,49.0100334732761,0.0350826455760789,99.9819366585141
"1088","task08","3dof","Teres Minor",51.3493311454383,27.8017615872482,51.6286305334743,0.0212937449771911,99.9984305452624
"1089","task08","3dof","Trapezius, Clavicle",50.6849618464933,28.3770474113134,51.2800263927649,0.000820375962068409,99.9930495931094
"1090","task08","3dof","Triceps Lateral Head",50.0317207300247,28.7246619980471,50.0913648515877,0.00127874718882648,99.9998403802911
"1091","task08","3dof","Triceps Long Head",42.0101070960147,25.6115295183979,40.0070894551354,0.022974291220762,99.9326996317677
"1092","task08","3dof","Triceps Medial Head",50.4557681503337,28.9863726428143,50.8068019556904,0.031687893948712,99.98978017043
"1093","task08","5dof","Anconeus",47.5657445609241,28.5703024734012,46.52987632835,0.00372335867177553,99.9889340726419
"1094","task08","5dof","Anterior Deltoid",31.8259611664686,24.4339532464044,26.2137471916611,0.00388163293181254,99.9580947216169
"1095","task08","5dof","Anterior Supraspinatus",48.0436549554266,28.6056481588014,47.121764643776,0.0264235649902855,99.9778062926586
"1096","task08","5dof","Biceps Long Head",53.0583367843948,28.0283760106237,54.3732758407448,0.0342091161130043,99.9877282674077
"1097","task08","5dof","Biceps Short Head",43.1213213473458,25.9109067302611,41.084425482182,0.0146869820204176,99.9694747762279
"1098","task08","5dof","Brachialis",63.2704018932039,25.8448500562819,67.9577358444069,0.0160296570601015,99.9927406452159
"1099","task08","5dof","Brachioradialis",54.9514816501467,28.5641044611957,56.88252791556,0.0468897706036087,99.9907334181017
"1100","task08","5dof","Coracobrachialis",33.9540340888062,25.557918128879,27.9672221117772,0.00138134618137831,99.9357377020108
"1101","task08","5dof","Inferior Infraspinatus",53.2430026125941,27.3011115045023,54.9195517130794,0.0227374408559244,99.9998720929098
"1102","task08","5dof","Inferior Latissimus Dorsi",49.5520692162457,28.7595860434332,49.4827390344651,0.0169417779126046,99.986669071428
"1103","task08","5dof","Inferior Pectoralis Major",17.7122317644235,14.540288241307,14.0032905298621,0.00188648168271688,90.2117054999415
"1104","task08","5dof","Inferior Rhombiod",50.0337335901689,28.7572397293626,49.735794152776,0.000291174389527304,99.9878038340055
"1105","task08","5dof","Inferior Serratus Anterior",49.7715992091302,28.7751255834679,49.8069127755919,0.0144389307938919,99.9894999908059
"1106","task08","5dof","Inferior Subscapularis",48.2471811370026,28.0977127786517,47.3123209948932,0.00381122131323242,99.9849119971125
"1107","task08","5dof","Inferior Trapezius, Scapula",49.5095657374688,28.9902944862418,48.9925035732972,0.00248674753904887,99.9989955351744
"1108","task08","5dof","Levator Scapula",49.8089132016312,28.8407078183574,49.6564608765919,0.0233402775082048,99.9947005664968
"1109","task08","5dof","Middle Deltoid",74.0643318092931,18.0522345525766,77.3564827266199,1.33032160451252,99.9960261048498
"1110","task08","5dof","Middle Latissimus Dorsi",49.0470471925104,28.8552293227359,48.537427241738,0.000281619565734026,99.9995241860952
"1111","task08","5dof","Middle Pectoralis Major",31.8303467255946,24.3508165420958,26.36972529365,0.0179642525500068,99.9454402810492
"1112","task08","5dof","Middle Serratus Anterior",50.1069762795617,28.7095495193629,50.4296945517307,0.00438563072156506,99.9974732435057
"1113","task08","5dof","Middle Subscapularis",44.8975337847248,27.5472207497143,42.9679823034793,0.00843323081571867,99.9682814111505
"1114","task08","5dof","Middle Trapezius, Scapula",49.6910267387621,29.0640149854823,49.7902024209047,0.000842210792934006,99.9909576918271
"1115","task08","5dof","Pectoralis Minor",50.2784155269162,28.9377223736823,50.2326916632033,0.00277783858597669,99.9981387978382
"1116","task08","5dof","Posterior Deltoid",68.9159743689178,23.4830546223064,74.3506890422329,0.0690869531722815,99.9992386478612
"1117","task08","5dof","Posterior Supraspinatus",52.7128961319005,28.9661039472789,54.5561129533493,0.00390865788851835,99.978351675669
"1118","task08","5dof","Pronator Quadratus",54.9528654337589,27.6949981357258,56.9434585977458,0.00934637906778724,99.9860294363287
"1119","task08","5dof","Pronator Teres, Humeral",58.538819475078,27.070985092578,61.8418231936853,0.000145785715766067,99.9802196919388
"1120","task08","5dof","Pronator Teres, Ulnar",51.9834351822035,28.5822196134276,52.892319567325,0.0561578021290421,99.999773780919
"1121","task08","5dof","Superior Infraspinatus",54.7145996445381,27.8029562089951,56.5025236405037,0.0181504919460229,99.9987812898316
"1122","task08","5dof","Superior Latissimus Dorsi",49.0162013242406,28.9848879016607,49.0888151601692,0.00508283395671549,99.9893072507794
"1123","task08","5dof","Superior Pectoralis Major",35.7174434512799,26.4547057858977,30.3869948884957,0.00473604759597124,99.9250946260081
"1124","task08","5dof","Superior Rhombiod",49.8477390314081,29.0527907775981,50.1348216727265,0.056737082038899,99.9835934794043
"1125","task08","5dof","Superior Serratus Anterior",50.1459348623764,29.0701905808961,50.0818238485802,0.00871463359781721,99.9793817237342
"1126","task08","5dof","Superior Subscapularis",44.5994420467373,28.3653887830596,42.2962384998767,0.00535324501736989,99.9939596930182
"1127","task08","5dof","Superior Trapezius, Scapula",50.2884105916216,28.758785103755,50.125370965605,0.00248040666629423,99.9994215490533
"1128","task08","5dof","Supinator",32.3665229203581,19.1782763272996,30.8069084444787,0.0017221740791995,97.8080304126335
"1129","task08","5dof","Teres Major",60.1173001794898,25.0846482455827,63.0095128938473,0.0990970150980486,99.9952104875509
"1130","task08","5dof","Teres Minor",53.8395293618847,27.3597900488691,55.1653675231602,0.00606425099294317,99.9848444968932
"1131","task08","5dof","Trapezius, Clavicle",50.0270260313293,28.5876927570383,50.0272322660282,0.00651175463337039,99.9801589303807
